0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"Interferon alfa-2a, Recombinant",0.09830956,0.04009702,0.39589453,0.6215804,-0.018637983,-0.18562278,-0.39765647,-0.28794706,0.06278267,0.30556938,0.039774127,-0.16460544,-0.23791644,-0.3019814,0.07104472,-0.4423502,0.5241225,-0.07944808,-0.07438985,0.086332545,-0.04700142,0.6178486,0.45037967,-0.37654132,0.39067578,0.34820685,0.034748398,-0.3137353,0.07170922,-0.040952105,-0.15503508,0.28490064,-0.354631,-0.18108124,0.23913881,0.29403087,0.5978495,-0.33895698,0.2636656,0.6548828,0.28996357,0.5638515,-0.09394129,0.12649067,-0.62111187,0.31447116,0.46189883,-0.23355053,0.42648864,0.18098564
Interferon alfa-2b,0.2512704,-0.3114321,0.19747967,0.442762,-0.1577868,-0.2740653,-0.45646864,-0.3556979,-0.013693511,0.39181936,-0.25944713,-0.18475766,-0.20086074,-0.57376814,0.03439481,-0.56379116,0.3840796,-0.1734936,-0.16846249,0.12617442,0.1020479,0.518531,0.38355124,-0.2798693,0.23936956,0.23314342,0.038049117,-0.44659287,-0.14924017,-0.07773928,-0.25396302,0.1743379,-0.3054477,-0.09322082,0.2291291,0.20723313,0.44360217,-0.49328625,0.2075283,0.52881336,0.1178455,0.6089309,-0.13675316,0.24630609,-0.5797197,0.40534922,0.37528965,-0.45987928,0.5934086,0.042509302
Interferon alfa-n1,0.06979537,0.1557619,0.25934047,0.65815336,-0.21500573,-0.13030052,-0.49255368,-0.48216984,-0.02125375,0.5037613,-0.22366686,-0.19263053,-0.30365428,-0.7510054,0.036618788,-0.5030088,0.3899209,0.0824109,-0.2493825,0.14224564,-0.028415317,0.4217118,0.2470599,-0.21352059,0.3743798,-0.037668914,-0.0066503007,-0.20922469,-0.07282983,0.30862892,-0.13040847,0.23846509,-0.1929347,-0.04900931,-0.06341079,0.012733739,0.49544692,-0.42384475,0.25248986,0.45943654,0.008650325,0.9636765,-0.34616488,0.02561131,-0.55394906,0.5231312,0.30236816,-0.37625104,0.46579787,0.09326859
Interferon alfacon-1,0.008548914,0.1678127,0.2043288,0.44249928,-0.16362658,-0.07972422,-0.26395202,-0.42822176,0.016759342,0.5956668,-0.24767785,-0.26618487,-0.3735444,-0.65845007,0.25320762,-0.54637504,0.15558362,-0.07922653,-0.31981927,0.24758258,-0.036329508,0.40602952,0.23826309,-0.14588113,0.2778653,0.1104369,0.020785654,-0.41649064,-0.110511236,0.25002003,-0.009685746,0.17207645,-0.15673158,0.03076168,0.19140674,0.012272809,0.6846866,-0.5452417,0.016580148,0.5413731,0.10852593,0.8007743,-0.5072935,-0.012386391,-0.6328637,0.47860238,0.3082827,-0.47822618,0.5407712,0.15297025
Lenalidomide,0.013414076,-0.1603336,-0.22716843,0.017373001,-0.8765587,0.07866461,0.25718498,-0.09638946,0.24670975,0.33219093,-0.10510835,0.38226783,-0.18950635,-1.3519902,0.08025117,0.122735895,0.5919443,-0.5158263,-0.17477922,-0.058634315,0.34100163,0.6782111,0.89803225,-0.12415326,0.003814989,-0.058563653,0.044321485,-0.11262793,-0.022202658,-0.3114715,0.13606457,0.20570059,0.05229948,-0.15670843,-0.3901394,-0.6378324,0.34086418,0.1689277,0.17759557,0.013691931,-0.082176745,0.019861631,-0.19760463,-0.2729068,-0.53862387,0.08311907,0.6925692,0.2251832,-0.21245979,-0.32084346
Mitomycin,0.21538736,-0.0114072235,0.087165296,-0.20612891,-0.16019666,-0.120125994,-0.011254084,-0.17920943,-0.25269207,0.4611838,0.104076594,-0.13576578,0.2364329,-0.26961234,-0.4219268,-0.3677505,0.48631382,-0.30027446,-0.034972116,0.15712774,-0.124113485,0.36779726,0.24776392,-0.21019785,-0.10909067,-0.1763994,0.16315968,-0.16235235,-0.44851083,-0.54451,-0.2523602,0.30392292,-0.016542856,0.019079445,0.098383434,-0.091992214,0.574161,-0.6309474,-0.44823682,0.58705187,0.104356796,0.14561386,-0.095041916,0.011293803,-0.22664583,-0.33476457,0.50090194,-0.10805431,-0.14439005,-0.3963881
Natalizumab,-0.027834496,-0.01270543,0.23768456,0.27541268,-0.16389456,-0.32271388,0.16711946,-0.25667956,0.318445,0.20586784,-0.08044242,0.39017773,0.34116793,-0.25329408,-0.17895783,-0.28465375,-0.042010553,-0.19588047,-0.0057831868,0.121564806,0.0083258385,0.36617652,0.29466778,-0.10419309,-0.1684206,-0.029616168,0.18730006,-0.020453742,0.09000057,-0.041441284,0.13514428,0.6364707,0.06545946,-0.06547478,0.07437222,0.096293926,0.49050272,-0.56503135,-0.24971336,0.42313573,0.032521117,0.661341,-0.34361988,-0.02327222,-0.2578352,-0.22271888,0.39831728,-0.05199295,-0.30899134,-0.5034982
Peginterferon alfa-2a,0.034025706,0.30339518,0.19086772,0.6392751,-0.11538541,-0.07791284,-0.6551133,-0.36169314,0.112331,0.49716187,-0.32130957,-0.32847214,-0.39462176,-0.56383765,0.08334608,-0.5645561,0.4505055,0.04529543,-0.2673275,0.117510244,-0.087568134,0.34155044,0.49828523,-0.5437343,0.37470415,0.17506574,0.09095263,-0.4139087,-0.08282712,0.09878153,-0.04089154,0.2390215,-0.13694455,-0.05433512,-0.0033357067,0.11505838,0.40325055,-0.49122936,0.1366991,0.5013707,-0.012208216,0.85225534,-0.22486457,0.12768307,-0.5590015,0.5801359,0.2500867,-0.52785397,0.40806478,0.22297452
Peginterferon alfa-2b,0.06553256,0.05942683,0.19897372,0.49279818,-0.20517763,-0.179195,-0.40326548,-0.48652798,0.032621212,0.5345731,-0.28542104,-0.22620219,-0.4930786,-0.60425967,0.16478923,-0.4383565,0.37845248,-0.025405416,-0.23485073,0.1801695,0.027218046,0.3566382,0.383839,-0.39514238,0.27501693,0.056486234,-0.002375652,-0.45587125,-0.11163223,0.14595146,-0.06980242,0.2082222,-0.26922125,-0.027617522,0.12618022,0.03283302,0.36160254,-0.5161752,0.13346662,0.58247423,0.07989176,0.8534498,-0.33500192,0.20040318,-0.43683127,0.57922196,0.3229313,-0.32733092,0.41481796,0.22608617
Rituximab,0.13174628,0.4368846,-0.024164414,-0.04098341,-0.6178007,-0.09221184,-0.07564593,-0.38456243,0.0009672998,0.5519968,-0.38331306,0.32202458,-0.047072526,-0.28464305,-0.40989047,-0.1840024,0.39378145,-0.17153916,-0.081603974,0.24801444,-0.1304485,0.31694055,-0.023607753,-0.0058083874,0.061263688,0.185575,0.015583019,-0.06808979,-0.35509515,-0.30896437,0.09929344,0.4216843,0.15224177,-0.042889696,-0.115678616,-0.17708206,0.5919204,-0.36722594,-0.35569108,0.8127653,-0.115212254,0.37680882,0.099678956,0.1264004,-0.18370049,0.016284775,0.57765985,0.15064514,-0.2300445,-0.42757875
Streptozocin,0.11493809,-0.37319258,0.23097672,0.3275643,0.06566426,-0.3089506,-0.13845502,-0.5786227,-0.054804005,0.36343318,0.06554143,-0.35148397,0.11768937,-0.10600273,-0.6942166,-0.35783964,0.22149323,-0.28894252,0.14720601,-0.08850625,0.08897445,0.6806403,-0.0070297904,-0.057436176,0.2955417,-0.113832265,0.44485795,-0.18685763,-0.73685634,-0.57661235,-0.06146962,0.13773258,0.24946165,-0.12781857,0.099571966,-0.008501204,0.66488886,-0.4887104,-0.40053868,0.45933756,0.047181282,0.105581686,-0.15944123,0.21476984,-0.25112134,-0.35412386,0.4952512,0.03559932,-0.15191145,-0.1454728
Teniposide,-0.0775213,0.010557022,-0.25314507,-0.20730625,-0.28647295,0.20467475,-0.3332362,-0.66955584,-0.006840763,0.44539154,0.04824986,-0.009761879,0.101338275,-0.26468375,-0.45911488,-0.1631279,0.17200199,-0.14667128,-0.4931796,-0.27577606,-0.18706827,0.27583873,-0.09411616,-0.58930135,0.098048575,-0.15973382,0.089925274,-0.19188288,-0.258941,0.0042067245,-0.306715,0.22926846,-0.37292558,-0.22179773,0.19880317,-0.58296067,0.379513,-0.42218423,-0.28739205,0.363708,0.065288484,0.3051798,-0.22935227,0.13604006,-0.40305942,0.31370005,0.21897347,-0.17763744,0.20173724,-0.5285093
Trastuzumab,-0.16210975,0.44566867,0.013926185,0.15914513,-0.55080485,-0.20833997,0.17453378,-0.50323445,-0.11097977,0.400992,-0.07044601,0.18737854,-0.18681651,-0.41469282,-0.45973092,-0.17919561,0.3941916,-0.46046954,-0.016081333,0.45826712,-0.17126042,-0.024505727,0.22580166,-0.22234282,-0.12539047,0.045866374,0.2494583,-0.16700673,-0.5381873,-0.21535335,-0.02489396,0.24430661,-0.031960174,0.24463384,-0.23317195,-0.045719706,0.4353569,-0.4925724,-0.3422261,0.55429447,-0.07019532,0.32433236,-0.34963956,0.13037358,-0.33527604,-0.14614879,0.49513245,0.2724408,-0.008210929,-0.3501736
Vinorelbine,0.16788699,-0.28035483,0.031855337,0.008736753,0.058956936,0.27821892,-0.19805968,-0.26857105,-0.2039362,0.49199045,-0.21546334,0.29770496,0.17188413,-0.4148099,-0.3968685,-0.15559937,0.35550562,-0.08403076,-0.17446737,-0.16895853,-0.08927555,0.27298197,-0.18478201,-0.80889404,0.08005414,0.05837289,0.14239047,-0.14838786,-0.10046009,-0.2136055,-0.507237,0.15990373,-0.2838293,-0.31573117,0.37991494,-0.08950077,0.26307032,-0.22812825,0.2556604,0.30208796,0.14016978,0.21634823,-0.1451993,0.16162018,-0.4900663,0.04908944,0.43615213,0.049461924,0.074496664,-0.608572
Abiraterone,-0.052967235,0.046321005,0.16678329,-0.13496867,0.04302183,-0.034112874,0.3335412,-0.11890259,-0.58698833,-0.0040247287,0.14772527,-0.24242051,0.6391355,-0.5583004,-0.058179386,-0.016509982,-0.14609861,-0.4817828,-0.017008329,0.4861793,0.07694818,0.12840539,-0.30774388,-0.53808045,-0.37420526,-0.21156436,0.09285276,0.13680404,0.16914083,-0.3280583,-0.20413953,-0.2271711,0.11445493,0.10287561,0.30868426,0.11369218,0.12651531,-0.52638656,-0.04438432,-0.17668657,-0.30604607,0.66701156,0.0149001675,-0.051659826,-0.4355454,0.55889314,0.03387051,-0.00016795509,-0.07469796,0.38570008
Acalabrutinib,0.10656999,0.0579755,-0.087122455,-0.44637978,0.008267989,0.16168025,0.29318252,-0.77474767,0.09003588,0.21278644,-0.3731504,0.04146654,0.28970835,0.11800735,-0.84951335,-0.0046382067,0.5201516,-0.022072617,-0.13199596,-0.097372286,-0.20991638,-0.6877109,0.16504668,-0.06798873,0.2415223,0.32748747,-0.007913479,-0.3081462,0.07477337,0.0156062925,-0.35282826,-0.2372923,-0.15699121,-0.2778371,-0.024611572,0.20598093,0.50964594,0.17901549,-0.340871,0.15823363,-0.43861136,0.5036222,-0.55204844,0.046077944,-0.31921595,0.5461635,0.14610532,0.19384731,-0.6386938,-0.21644044
Trastuzumab emtansine,0.4006812,-0.16420925,-0.41481704,0.21158557,-0.038502812,-0.06893459,0.15982042,-0.74900234,0.34376195,0.78589827,-0.41498455,-0.056378707,0.047797173,-0.16666718,-0.42647466,-0.08924284,0.23746374,0.18201523,0.02033002,0.055426992,-0.38010332,-0.17501315,0.25922382,-0.85333633,0.54534936,-0.009426912,-0.093860656,-0.37662736,0.53405863,-0.4100775,-0.46987772,-0.347312,-0.12064748,-0.019339988,0.23099224,0.17856601,0.38623825,0.19610994,0.05705994,-0.052652083,-0.40566763,0.5234322,-0.7676366,-0.2441681,-0.3813276,0.96598727,0.13126074,-0.314996,0.20489213,-0.31877574
Abametapir (topical),-0.33264518,0.0013585537,-0.11198851,-0.3311766,0.025508484,-0.045886178,-0.28835738,-0.25101265,0.17336632,-0.014512985,-0.41762686,-0.675198,0.48738745,-0.2028896,-0.405888,0.1685916,0.03256242,-0.3950773,-0.2885237,0.088198006,0.03726167,-0.031978652,-0.15005448,-0.50419676,0.2778761,-0.21707852,-0.08526063,-0.283026,-0.24332188,-0.24682727,-0.29074603,-0.0854762,-0.33364877,0.1315467,-0.12577862,0.026674105,0.108944245,-0.112245135,0.4732596,0.13840863,0.07770226,0.5938117,-0.108278796,-0.43274218,-0.28743482,0.07032895,0.48360577,0.24081668,-0.3785675,-0.1528214
Anagrelide,0.31941655,-0.10146638,0.3742012,-0.35887444,-0.0045617106,-0.3592997,0.19028996,-0.37533805,-0.04491654,-0.06629169,-0.25097793,-0.26057696,0.058929455,-0.20050173,-0.6961202,0.3898054,0.36526313,-0.6315168,0.4253192,0.29640222,-0.6865281,-0.37028334,0.11512912,-0.2426203,-0.1524302,-0.036303975,0.057234485,-0.55004346,0.4950807,-0.041087788,-0.20922026,-0.22334403,0.15345415,0.062244322,0.17975436,0.40964007,-0.055216584,-0.24413237,-0.02640913,-0.16262145,-0.3616887,0.8958503,-0.3644593,0.47438642,-0.011045124,0.60126746,0.23696366,0.08847533,0.025855396,0.36487612
Apremilast,-0.6683372,-0.12747277,0.02150164,-0.5201149,0.025303746,0.22474554,-0.3008567,-0.024776144,-0.14833121,0.29166758,-0.23749402,0.13223036,0.84682965,-0.14538378,0.3574878,0.15040419,0.42043197,-0.4063172,-0.34875804,-0.14125878,0.54758567,-0.102065526,0.123928316,-1.0872712,0.30271518,0.1679691,-0.10876071,-0.30569074,-0.20804249,0.010727052,0.08915904,-0.07199036,0.12859085,-0.07140562,-0.26285964,-0.46597221,0.22381972,-0.5236502,0.17772108,-0.21083115,-0.016388623,0.5586508,0.07569346,0.07333247,-0.16076016,0.9120922,0.3234756,0.11047355,-0.76339734,0.050760582
Axitinib,-0.4118182,-0.26518622,0.43430308,-0.39227656,0.49624982,0.21636137,0.20469543,-0.28231224,0.09398943,0.1289539,-0.04917019,-0.059402887,0.5294762,-0.19602033,-0.02902106,-0.06879269,0.08077001,0.0006890949,-0.17039283,-0.25276577,0.3523456,-0.32408258,-0.023015898,-0.6380843,-0.020388303,0.38823366,-0.16452517,0.055050097,0.14246576,0.24787486,-0.25844276,-0.028769625,-0.28193828,-0.51459235,0.020485373,-0.15321344,0.5111666,-0.47636765,0.1476301,-0.06401091,-0.5046106,0.6364097,0.02377158,0.027616054,-0.5995264,0.4460004,0.26764083,-0.26398936,-0.5686501,-0.27404997
Belinostat,0.2293586,0.17193463,0.12939574,0.05509059,-0.36387175,0.0070878165,0.35124642,-0.079916455,-0.15112472,0.16184108,-0.048617333,0.09499744,0.19387478,-0.9718377,-0.35042164,-0.1967837,0.63929427,-0.1602688,0.012102508,0.072398484,0.5066223,0.17943937,0.07270051,-0.24616447,-0.17680073,-0.02591517,-0.25645664,-0.11850363,-0.3389159,-0.2587858,0.044799317,0.552065,0.23100235,0.05089824,-0.09504543,-0.43154904,0.8568947,-0.21942218,-0.053413,0.47646058,-0.12819256,0.38215405,-0.19505268,-0.14473063,-0.36262202,0.12514244,0.19657673,0.280392,-0.2851139,-0.48297244
Bendamustine,-0.02350567,-0.28580323,0.28467846,-0.3535102,-0.06292034,-0.36654326,0.028682286,-0.3931546,-0.27053538,0.5658954,0.061975334,-0.025868077,0.17421642,0.0042503304,-0.64534974,-0.0995426,0.63876796,-0.43184635,0.13848887,-0.12620245,-0.21650076,-0.13488407,0.21597302,-0.1571942,-0.013994528,0.005170479,-0.06818465,-0.20525958,-0.40682885,-0.1642974,-0.15315378,0.09788527,-0.3063265,-0.16055076,0.14093184,-0.04878932,0.25116992,-0.90375435,-0.57574826,0.6874048,0.022522708,0.3384996,0.0621643,-0.019904574,-0.13778837,-0.0546621,0.4796135,0.124668375,-0.36945754,0.052878022
Bosutinib,-0.32018366,-0.072714746,0.2755258,-0.5759228,-0.12594783,0.306717,0.008585015,-0.18538235,-0.11011156,0.013506098,0.21902342,-0.07401505,0.1610443,-0.5410072,-0.45826998,0.02186221,0.43302825,-0.41737926,-0.19990532,0.19924773,0.020352622,-0.17570542,-0.34534976,-0.1333238,-0.100708805,0.15792339,-0.08894923,0.18875395,0.09964284,0.22694491,-0.3522036,0.13718611,0.11864424,-0.27292213,-0.119729,-0.23508078,0.34560943,-0.64319444,0.007716247,-0.07762937,-0.08875016,0.37417555,0.046728257,0.22590075,-0.56917953,0.2726066,0.34407285,0.014928614,-0.3712575,-0.3095581
Brentuximab vedotin,0.11290381,0.0669941,-0.2822037,0.28184822,0.3300055,0.011787414,-0.032992013,-0.15211105,0.08935988,0.37243518,0.2768927,0.23311439,-0.11674894,-0.5803605,0.05885712,-0.14472951,0.35473076,0.11246262,-0.16724993,0.121520534,-0.25907686,0.3668093,-0.04217174,-0.5073391,-0.2168241,0.021586604,-0.14579633,0.114374526,-0.08024685,-0.36717126,0.011385909,-0.3137824,-0.2718768,0.4119328,-0.2756233,-0.10133234,0.676718,0.17155068,0.5017861,0.3297184,-0.015335547,0.6557261,-0.4307367,0.3218839,-0.23172207,0.22595744,0.050904237,0.10546587,-0.24787304,-0.54844266
Cabazitaxel,-0.13010053,0.1103007,-0.00081417133,-0.09620772,-0.26944676,0.25348794,-0.14614935,-0.40178135,-0.3026878,0.38613924,-0.19427238,0.21780376,0.12376681,-0.22621456,-0.16796176,-0.07224675,0.23547588,0.045953996,-0.083112,-0.27453783,-0.21499236,0.18267739,0.0067982506,-0.7740675,0.01544306,-0.025667025,-0.007946232,-0.04303494,0.084734,0.2939816,-0.3039302,0.123292886,-0.49547306,-0.21966879,-0.033047564,-0.5462335,0.50698406,-0.38135675,-0.008376077,0.40930763,0.26874194,0.4165817,-0.055565584,0.20144935,-0.31260166,0.44363654,0.3420712,0.014036111,-0.12961306,-0.556022
Cabozantinib,-0.007195115,0.07622058,0.044536386,-0.41111934,-0.21361916,-0.03676991,0.20589054,-0.44945833,-0.1021652,0.10933714,0.008358489,-0.18295193,0.2554762,0.09338097,-0.5250989,0.17283368,0.35460776,-0.5287913,0.1086793,0.23641436,-0.3839459,-0.44678122,-0.114173785,-0.6457817,0.17345257,0.17210104,0.1804312,-0.31366578,0.29404125,-0.10312255,-0.43991163,-0.3503267,0.111928806,0.18316968,-0.06319161,0.45045823,0.25778508,-0.1892605,0.15552513,-0.2698917,-0.20087425,0.57774806,-0.39615345,0.2894851,-0.24572271,0.5899904,0.0654024,-0.050272238,-0.20274661,0.18535987
Ceritinib,0.039736856,-0.32523233,0.20036308,-0.23589265,0.12495628,-0.26212025,-0.30026534,0.07096888,-0.23832089,0.051940735,0.1285523,-0.10187972,0.27321014,-0.32684034,-0.35460764,0.1333519,-0.24770504,-0.3400325,-0.32051703,0.60753816,-0.12591784,0.09569078,-0.4391895,-0.40237027,0.16928674,0.2271435,0.2055774,0.525037,0.24875809,0.069682404,0.12384679,-0.28104103,-0.23432449,0.17275836,-0.040617783,-0.36704898,0.094559446,-0.36677167,0.28169438,-0.22754578,-0.49541187,0.4321088,-0.27407858,-0.087413885,-0.17324428,0.392978,0.15765958,-0.0035528461,-0.43698943,-0.11059829
Cobimetinib,-0.21754666,0.11781359,-0.10422198,-0.015703356,0.062066503,0.36817443,0.11504291,-0.19224615,-0.24900499,-0.080785185,0.027337242,0.30248493,0.31537133,-0.43353453,-0.54086125,0.05515062,0.43080902,-0.10481332,0.063781425,-0.15313827,0.52274436,-0.24392088,0.050149474,-0.783344,-0.058444235,0.019166587,0.08504622,-0.10147862,-0.11746704,-0.022021785,-0.18638802,-0.036595315,-0.015347403,-0.3861191,0.017962031,-0.5887214,0.41162327,-0.17166609,0.14297923,0.24066132,0.16383414,0.57148266,-0.058735397,0.098765925,-0.50168175,0.08800492,0.16203071,0.21053666,-0.60611176,-0.3190248
Cyclophosphamide,-0.0050601014,-0.337708,0.011353281,-0.12747689,-0.09805874,-0.19583964,-0.4634407,-0.40447342,-0.0014101022,-0.12138851,-0.056017563,-0.17276274,-0.022250144,0.3502436,-0.34581482,-0.21206377,0.4464153,-0.061632,-0.66510576,-0.10655644,0.15872942,-0.20194313,-0.27528733,-0.13520068,-0.0030825238,0.12944594,0.49740595,-0.5095817,-0.68875355,-0.78813773,-0.019478496,0.19876836,0.120598085,-0.055813175,0.23609215,-0.19163091,1.0310744,-0.2644327,-0.44607,0.13530412,0.35585594,0.3947491,0.09067939,0.0009939338,-0.45206568,-0.4051302,0.25832278,0.15816869,-0.21540979,-0.37057868
Dabrafenib,0.06619312,-0.11972375,0.026347822,-0.3489114,0.36094707,-0.046268005,-0.32675904,-0.07109727,-0.45560318,-0.0073091486,-0.34764883,0.052140128,0.0094952835,-0.379619,-0.3071162,-0.25333244,-0.639362,-0.44712391,-0.5977158,0.36526695,-0.0856111,-0.46722713,0.14654759,-0.14809793,0.18102443,-0.11830221,0.14033416,0.25801256,0.31877327,-0.3452823,0.4067225,-0.28538463,-0.22079082,0.09872689,0.16589747,-0.6581577,0.5248469,0.061288685,0.52008194,-0.22190747,-0.2544683,0.7556144,-0.2538455,0.22015648,-0.13291264,0.2300997,0.38505027,0.19487064,-0.5369459,-0.13340387
Docetaxel,0.059316486,-0.16724192,-0.020491641,-0.054099146,0.039076835,0.1250537,-0.18239614,-0.34711143,-0.29285884,0.43857977,-0.122942396,0.12936713,0.07963478,-0.23434073,-0.5157117,0.17843416,0.43477312,-0.15439907,0.04122456,-0.36157817,-0.047502957,0.27833515,-0.075157814,-0.8667364,0.11915214,0.1642406,0.2117747,-0.21378356,0.050512277,0.009198897,-0.24108881,0.036445882,-0.3936483,-0.2998008,0.20089494,-0.21854733,0.32045013,-0.41829297,0.38621032,0.47306007,0.19046618,0.33062688,-0.11796061,0.109965436,-0.18046302,-0.08079921,0.32611674,0.1379869,-0.11723045,-0.44857168
Doxorubicin,-0.13074555,-0.057335854,-0.01804187,-0.41116688,-0.20646103,0.23540336,-0.08592313,-0.11997159,-0.4095665,-0.035066146,0.41724303,-0.11659836,0.37069967,-0.18560532,-0.4562746,-0.07722474,0.6278015,-0.55188614,-0.010968924,0.40543476,-0.22141406,0.10623381,-0.023075964,-0.3863514,-0.0995508,0.034266837,0.13214079,0.0907374,0.1264071,0.07809931,-0.24053527,0.053314436,0.30122778,-0.13675454,0.1635228,-0.09775811,0.23439796,-0.49971074,0.020588832,0.041474752,0.3854633,0.42189586,0.03657487,0.20943032,-0.3568208,0.11641607,0.47879717,0.21827233,-0.0811908,-0.15952109
Doxorubicin (liposomal),-0.09239171,0.027610373,-0.07466103,-0.4570051,-0.057872236,0.32220948,-0.14963476,-0.2096381,-0.35297075,-0.1091037,0.5327907,-0.103383556,0.29633856,-0.15644145,-0.4165802,-0.2762522,0.60407287,-0.49704093,-0.05747612,0.46340975,-0.3495189,0.19277163,-0.12849136,-0.5523027,-0.3205081,0.12531835,0.15391105,-0.027806133,0.07030007,0.16736689,-0.30291364,0.076671675,0.19899492,-0.07514322,0.1767022,-0.04250233,0.27022368,-0.42911392,0.106738254,0.08482818,0.46325943,0.46926203,-0.06540583,0.12868994,-0.31841344,0.1204184,0.5313134,0.17543763,-0.035408355,-0.023215352
Erlotinib,-0.31084514,-0.66768885,0.16051449,-0.2357562,0.33337468,0.4628153,0.2936517,0.2219442,-0.048615273,0.36852804,0.044817094,-0.3388761,0.24574468,-0.2373541,-0.23137316,0.13484007,0.23999654,-0.5142214,-0.5683004,0.11273531,0.51748663,-0.38186467,0.09826601,-0.21327992,0.086607985,0.56378007,-0.14485319,-0.25647917,-0.295481,0.33028027,-0.15464035,-0.2823291,-0.23647913,-0.6429413,0.08991298,-0.3745852,0.43515268,-0.24056059,0.1692718,-0.27649176,-0.32082334,0.77048165,-0.06740097,-0.28013712,-0.5752005,0.35754973,0.33776763,-0.49533576,-0.59664464,-0.36316565
Ethinylestradiol,0.08957461,-0.53407353,0.23848324,-0.4158043,-0.35997158,0.4698822,-0.43951088,0.5691637,0.1122787,0.3307038,-0.3139804,-0.19136448,0.24520034,-0.03850183,0.31128934,0.48082218,-0.040998247,0.3545874,-0.65415335,0.57402825,-0.029837342,0.15182076,0.5149582,-0.762812,-0.08677683,0.04351208,0.47238746,-0.1032502,-0.85412,-0.16277069,0.16246803,-0.32647002,0.07618702,0.037910752,0.494021,-0.016991572,0.010231567,0.089220814,-0.20371285,-0.37388965,-0.3020269,0.86130774,0.41113734,0.5729076,0.20387256,0.15753372,0.35269058,-0.55359083,-0.677436,-0.8412888
